
Host: QUADRAXIS

Timers On : Tue Apr 13 15:41:17 2021
Timers Off: Tue Apr 13 15:46:54 2021

Wall Time:      336.87 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
--------------------------------------------------------------------------------------
Total PK formation time             :     80.367u      3.550s      8.555w     10 calls
| Libint2ERI::Libint2ERI            :     12.000u      1.267s      3.842w    130 calls
HF: Form core H                     :     17.300u      1.633s      1.132w      5 calls
HF: Form S/X                        :      2.683u      0.183s      0.151w      5 calls
HF: Guess                           :      1.417u      0.100s      0.079w      5 calls
HF: Form G                          :      9.550u      0.667s      0.523w     58 calls
| JK: D                             :      0.050u      0.017s      0.002w     58 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     58 calls
| JK: JK                            :      8.950u      0.617s      0.489w     58 calls
| | PK computes JK                  :      8.933u      0.617s      0.489w     58 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     58 calls
HF: Form F                          :      5.267u      0.617s      0.291w     58 calls
HF: DIIS                            :     20.133u      1.783s      1.134w     58 calls
| DIISManager::add_entry            :      3.933u      0.300s      0.237w     58 calls
| DIISManager::extrapolate          :      1.717u      0.167s      0.096w     58 calls
| | bMatrix setup                   :      0.967u      0.100s      0.052w     58 calls
| | bMatrix pseudoinverse           :      0.183u      0.000s      0.009w     58 calls
| | New vector                      :      0.483u      0.067s      0.033w     58 calls
HF: Form C                          :     11.983u      0.850s      0.672w     58 calls
HF: Form D                          :      0.083u      0.000s      0.002w     58 calls
Libint2ERI::Libint2ERI              :     12.350u      1.250s      1.916w     60 calls
CIWave: CIvect write                :      0.667u      0.117s      0.116w    270 calls
CIWave: CIvect read                 :      1.667u      0.317s      0.215w   1345 calls
CIWave: s2                          :    311.467u      0.817s    174.376w    385 calls
CIWave: s3                          :    156.550u      1.317s     74.232w    630 calls
| CIWave: s3_mt                     :     93.800u      0.750s     45.135w  29960 calls
CIWave: s1                          :      0.167u      0.000s      0.025w    315 calls
CIWave: opdm                        :      5.317u      0.167s      0.770w      5 calls
| CIWave: CIvect read               :      0.050u      0.000s      0.002w     10 calls
JK: D                               :      0.000u      0.000s      0.000w      5 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      5 calls
JK: JK                              :      0.550u      0.017s      0.030w      5 calls
| PK computes JK                    :      0.550u      0.017s      0.030w      5 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      5 calls
V: Grid                             :      1.883u      0.117s      0.108w      5 calls

**************************************************************************************

Host: QUADRAXIS

Timers On : Tue Apr 13 16:14:15 2021
Timers Off: Tue Apr 13 16:24:19 2021

Wall Time:      604.52 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :     76.317u      2.833s      8.125w     10 calls
Libint2ERI::Libint2ERI              :     36.233u      2.850s      6.643w    330 calls
HF: Form core H                     :     34.883u      2.133s      2.098w     15 calls
HF: Form S/X                        :      7.183u      0.483s      0.400w     15 calls
HF: Guess                           :      3.817u      0.250s      0.212w     15 calls
HF: Form G                          :    133.117u     11.117s      7.755w    141 calls
JK: D                               :      0.117u      0.000s      0.009w    151 calls
JK: USO2AO                          :      0.033u      0.000s      0.003w    151 calls
JK: JK                              :     26.450u      2.083s      1.505w    151 calls
PK computes JK                      :      9.733u      0.800s      0.561w     68 calls
DFH: compute_JK()                   :     16.700u      1.283s      0.943w     83 calls
DFH: Grabbing AOs                   :      0.017u      0.000s      0.000w     83 calls
DFH: compute_J                      :     12.217u      1.033s      0.692w     83 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    151 calls
RV: Form V                          :     96.683u      8.133s      5.685w     83 calls
Properties                          :     12.321p                          18089 calls
Functional                          :     12.176p                          18089 calls
V_xc                                :     14.522p                          18089 calls
HF: Form F                          :      8.717u      0.550s      0.479w    141 calls
HF: DIIS                            :     31.233u      2.067s      1.786w    141 calls
DIISManager::add_entry              :      3.867u      0.283s      0.236w    141 calls
DIISManager::extrapolate            :      2.450u      0.183s      0.143w    141 calls
bMatrix setup                       :      1.650u      0.183s      0.097w    141 calls
bMatrix pseudoinverse               :      0.217u      0.000s      0.017w    141 calls
New vector                          :      0.500u      0.000s      0.027w    141 calls
HF: Form C                          :     24.817u      1.533s      1.500w    141 calls
HF: Form D                          :      0.133u      0.000s      0.004w    141 calls
CIWave: CIvect write                :      0.767u      0.217s      0.120w    270 calls
CIWave: CIvect read                 :      1.583u      0.267s      0.221w   1355 calls
CIWave: s2                          :    292.683u      0.850s    163.298w    385 calls
CIWave: s3                          :    159.500u      1.100s     77.689w    630 calls
CIWave: s3_mt                       :     89.300u      0.800s     42.649w  29960 calls
CIWave: s1                          :      0.283u      0.017s      0.028w    315 calls
CIWave: opdm                        :      5.817u      0.100s      0.951w      5 calls
V: Grid                             :      6.183u      0.383s      0.345w     15 calls
DFH: sparsity prep                  :      9.900u      0.517s      0.537w     10 calls
DFH: initialize()                   :     15.800u      1.583s      0.916w     10 calls
DFH: AO Construction                :      1.600u      0.100s      0.089w     10 calls
DFH: AO-Met. Contraction            :      1.200u      0.100s      0.064w     10 calls

--------------------------------------------------------------------------------------
Total PK formation time             :     76.317u      2.833s      8.125w     10 calls
| Libint2ERI::Libint2ERI            :     11.600u      1.217s      3.686w    130 calls
HF: Form core H                     :     34.883u      2.133s      2.098w     15 calls
HF: Form S/X                        :      7.183u      0.483s      0.400w     15 calls
HF: Guess                           :      3.817u      0.250s      0.212w     15 calls
HF: Form G                          :    133.117u     11.117s      7.755w    141 calls
| JK: D                             :      0.117u      0.000s      0.008w    141 calls
| JK: USO2AO                        :      0.033u      0.000s      0.003w    141 calls
| JK: JK                            :     25.617u      2.050s      1.451w    141 calls
| | PK computes JK                  :      8.900u      0.767s      0.506w     58 calls
| | DFH: compute_JK()               :     16.700u      1.283s      0.943w     83 calls
| | | DFH: Grabbing AOs             :      0.017u      0.000s      0.000w     83 calls
| | | DFH: compute_J                :     12.217u      1.033s      0.692w     83 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w    141 calls
| RV: Form V                        :     96.683u      8.133s      5.685w     83 calls
| | Properties                      :     12.321p                          18089 calls
| | Functional                      :     12.176p                          18089 calls
| | V_xc                            :     14.522p                          18089 calls
HF: Form F                          :      8.717u      0.550s      0.479w    141 calls
HF: DIIS                            :     31.233u      2.067s      1.786w    141 calls
| DIISManager::add_entry            :      3.867u      0.283s      0.236w    141 calls
| DIISManager::extrapolate          :      2.450u      0.183s      0.143w    141 calls
| | bMatrix setup                   :      1.650u      0.183s      0.097w    141 calls
| | bMatrix pseudoinverse           :      0.217u      0.000s      0.017w    141 calls
| | New vector                      :      0.500u      0.000s      0.027w    141 calls
HF: Form C                          :     24.817u      1.533s      1.500w    141 calls
HF: Form D                          :      0.133u      0.000s      0.004w    141 calls
Libint2ERI::Libint2ERI              :     11.583u      1.033s      2.260w     60 calls
CIWave: CIvect write                :      0.767u      0.217s      0.120w    270 calls
CIWave: CIvect read                 :      1.550u      0.267s      0.219w   1345 calls
CIWave: s2                          :    292.683u      0.850s    163.298w    385 calls
CIWave: s3                          :    159.500u      1.100s     77.689w    630 calls
| CIWave: s3_mt                     :     89.300u      0.800s     42.649w  29960 calls
CIWave: s1                          :      0.283u      0.017s      0.028w    315 calls
CIWave: opdm                        :      5.817u      0.100s      0.951w      5 calls
| CIWave: CIvect read               :      0.033u      0.000s      0.002w     10 calls
JK: D                               :      0.000u      0.000s      0.001w     10 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     10 calls
JK: JK                              :      0.833u      0.033s      0.055w     10 calls
| PK computes JK                    :      0.833u      0.033s      0.055w     10 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     10 calls
V: Grid                             :      6.183u      0.383s      0.345w     15 calls
DFH: sparsity prep                  :      9.900u      0.517s      0.537w     10 calls
| Libint2ERI::Libint2ERI            :      6.550u      0.317s      0.352w     10 calls
DFH: initialize()                   :     15.800u      1.583s      0.916w     10 calls
| Libint2ERI::Libint2ERI            :      6.500u      0.283s      0.345w    130 calls
| DFH: AO Construction              :      1.600u      0.100s      0.089w     10 calls
| DFH: AO-Met. Contraction          :      1.200u      0.100s      0.064w     10 calls

**************************************************************************************

Host: QUADRAXIS

Timers On : Tue Apr 13 16:30:54 2021
Timers Off: Tue Apr 13 16:30:55 2021

Wall Time:        1.80 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: QUADRAXIS

Timers On : Tue Apr 13 16:31:21 2021
Timers Off: Tue Apr 13 16:31:37 2021

Wall Time:       15.93 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      2.167u      0.150s      0.263w      2 calls
Libint2ERI::Libint2ERI              :      2.533u      0.200s      0.271w     38 calls
HF: Form core H                     :      1.467u      0.150s      0.085w      1 calls
HF: Form S/X                        :      0.067u      0.000s      0.004w      1 calls
HF: Guess                           :      0.083u      0.000s      0.004w      1 calls
HF: Form G                          :      0.100u      0.000s      0.005w     11 calls
JK: D                               :      0.100u      0.017s      0.004w    211 calls
JK: USO2AO                          :      0.017u      0.000s      0.002w    211 calls
JK: JK                              :      0.317u      0.000s      0.043w    211 calls
PK computes JK                      :      0.317u      0.000s      0.043w    211 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    211 calls
HF: Form F                          :      0.800u      0.033s      0.043w     11 calls
HF: DIIS                            :      1.917u      0.100s      0.105w     11 calls
DIISManager::add_entry              :      0.400u      0.017s      0.023w     11 calls
DIISManager::extrapolate            :      0.067u      0.000s      0.003w     11 calls
bMatrix setup                       :      0.017u      0.000s      0.001w     11 calls
bMatrix pseudoinverse               :      0.033u      0.000s      0.001w     11 calls
New vector                          :      0.000u      0.000s      0.001w     11 calls
HF: Form C                          :      0.033u      0.000s      0.003w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
CIWave: CIvect write                :      0.017u      0.000s      0.005w     54 calls
CIWave: CIvect read                 :      0.050u      0.017s      0.008w    271 calls
CIWave: s2                          :      8.067u      0.283s      0.880w     77 calls
CIWave: s3                          :      5.000u      0.267s      0.549w    126 calls
CIWave: s3_mt                       :      2.500u      0.100s      0.283w   2800 calls
CIWave: s1                          :      0.017u      0.000s      0.001w     63 calls
CIWave: opdm                        :      0.167u      0.000s      0.016w      1 calls
V: Grid                             :      0.300u      0.050s      0.018w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      2.167u      0.150s      0.263w      2 calls
| Libint2ERI::Libint2ERI            :      0.833u      0.100s      0.177w     26 calls
HF: Form core H                     :      1.467u      0.150s      0.085w      1 calls
HF: Form S/X                        :      0.067u      0.000s      0.004w      1 calls
HF: Guess                           :      0.083u      0.000s      0.004w      1 calls
HF: Form G                          :      0.100u      0.000s      0.005w     11 calls
| JK: D                             :      0.017u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.017u      0.000s      0.000w     11 calls
| JK: JK                            :      0.017u      0.000s      0.003w     11 calls
| | PK computes JK                  :      0.017u      0.000s      0.003w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.800u      0.033s      0.043w     11 calls
HF: DIIS                            :      1.917u      0.100s      0.105w     11 calls
| DIISManager::add_entry            :      0.400u      0.017s      0.023w     11 calls
| DIISManager::extrapolate          :      0.067u      0.000s      0.003w     11 calls
| | bMatrix setup                   :      0.017u      0.000s      0.001w     11 calls
| | bMatrix pseudoinverse           :      0.033u      0.000s      0.001w     11 calls
| | New vector                      :      0.000u      0.000s      0.001w     11 calls
HF: Form C                          :      0.033u      0.000s      0.003w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
Libint2ERI::Libint2ERI              :      1.700u      0.100s      0.094w     12 calls
CIWave: CIvect write                :      0.017u      0.000s      0.005w     54 calls
CIWave: CIvect read                 :      0.050u      0.017s      0.008w    269 calls
CIWave: s2                          :      8.067u      0.283s      0.880w     77 calls
CIWave: s3                          :      5.000u      0.267s      0.549w    126 calls
| CIWave: s3_mt                     :      2.500u      0.100s      0.283w   2800 calls
CIWave: s1                          :      0.017u      0.000s      0.001w     63 calls
CIWave: opdm                        :      0.167u      0.000s      0.016w      1 calls
| CIWave: CIvect read               :      0.000u      0.000s      0.000w      2 calls
JK: D                               :      0.083u      0.017s      0.004w    200 calls
JK: USO2AO                          :      0.000u      0.000s      0.002w    200 calls
JK: JK                              :      0.300u      0.000s      0.040w    200 calls
| PK computes JK                    :      0.300u      0.000s      0.040w    200 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    200 calls
V: Grid                             :      0.300u      0.050s      0.018w      1 calls

**************************************************************************************

Host: QUADRAXIS

Timers On : Tue Apr 13 16:32:19 2021
Timers Off: Tue Apr 13 16:32:35 2021

Wall Time:       16.12 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      1.850u      0.100s      0.243w      2 calls
Libint2ERI::Libint2ERI              :      2.700u      0.267s      0.305w     38 calls
HF: Form core H                     :      1.450u      0.083s      0.081w      1 calls
HF: Form S/X                        :      0.083u      0.017s      0.005w      1 calls
HF: Guess                           :      0.200u      0.033s      0.012w      1 calls
HF: Form G                          :      0.150u      0.017s      0.011w     11 calls
JK: D                               :      0.033u      0.000s      0.005w    211 calls
JK: USO2AO                          :      0.017u      0.000s      0.002w    211 calls
JK: JK                              :      0.783u      0.083s      0.057w    211 calls
PK computes JK                      :      0.783u      0.083s      0.057w    211 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w    211 calls
HF: Form F                          :      0.900u      0.100s      0.050w     11 calls
HF: DIIS                            :      2.633u      0.150s      0.146w     11 calls
DIISManager::add_entry              :      0.283u      0.000s      0.017w     11 calls
DIISManager::extrapolate            :      0.050u      0.000s      0.005w     11 calls
bMatrix setup                       :      0.017u      0.000s      0.003w     11 calls
bMatrix pseudoinverse               :      0.033u      0.000s      0.001w     11 calls
New vector                          :      0.000u      0.000s      0.001w     11 calls
HF: Form C                          :      0.117u      0.033s      0.006w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
CIWave: CIvect write                :      0.017u      0.017s      0.005w     54 calls
CIWave: CIvect read                 :      0.100u      0.017s      0.008w    271 calls
CIWave: s2                          :      7.067u      0.300s      0.928w     77 calls
CIWave: s3                          :      5.483u      0.133s      0.603w    126 calls
CIWave: s3_mt                       :      2.583u      0.033s      0.304w   2800 calls
CIWave: s1                          :      0.000u      0.000s      0.001w     63 calls
CIWave: opdm                        :      0.133u      0.000s      0.014w      1 calls
V: Grid                             :      0.450u      0.033s      0.027w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      1.850u      0.100s      0.243w      2 calls
| Libint2ERI::Libint2ERI            :      0.917u      0.083s      0.178w     26 calls
HF: Form core H                     :      1.450u      0.083s      0.081w      1 calls
HF: Form S/X                        :      0.083u      0.017s      0.005w      1 calls
HF: Guess                           :      0.200u      0.033s      0.012w      1 calls
HF: Form G                          :      0.150u      0.017s      0.011w     11 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :      0.150u      0.017s      0.009w     11 calls
| | PK computes JK                  :      0.150u      0.017s      0.009w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.900u      0.100s      0.050w     11 calls
HF: DIIS                            :      2.633u      0.150s      0.146w     11 calls
| DIISManager::add_entry            :      0.283u      0.000s      0.017w     11 calls
| DIISManager::extrapolate          :      0.050u      0.000s      0.005w     11 calls
| | bMatrix setup                   :      0.017u      0.000s      0.003w     11 calls
| | bMatrix pseudoinverse           :      0.033u      0.000s      0.001w     11 calls
| | New vector                      :      0.000u      0.000s      0.001w     11 calls
HF: Form C                          :      0.117u      0.033s      0.006w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
Libint2ERI::Libint2ERI              :      1.783u      0.183s      0.126w     12 calls
CIWave: CIvect write                :      0.017u      0.017s      0.005w     54 calls
CIWave: CIvect read                 :      0.100u      0.017s      0.008w    269 calls
CIWave: s2                          :      7.067u      0.300s      0.928w     77 calls
CIWave: s3                          :      5.483u      0.133s      0.603w    126 calls
| CIWave: s3_mt                     :      2.583u      0.033s      0.304w   2800 calls
CIWave: s1                          :      0.000u      0.000s      0.001w     63 calls
CIWave: opdm                        :      0.133u      0.000s      0.014w      1 calls
| CIWave: CIvect read               :      0.000u      0.000s      0.000w      2 calls
JK: D                               :      0.033u      0.000s      0.004w    200 calls
JK: USO2AO                          :      0.017u      0.000s      0.002w    200 calls
JK: JK                              :      0.633u      0.067s      0.048w    200 calls
| PK computes JK                    :      0.633u      0.067s      0.048w    200 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w    200 calls
V: Grid                             :      0.450u      0.033s      0.027w      1 calls

**************************************************************************************

Host: QUADRAXIS

Timers On : Tue Apr 13 16:34:06 2021
Timers Off: Tue Apr 13 16:34:21 2021

Wall Time:       15.38 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      1.733u      0.183s      0.243w      2 calls
Libint2ERI::Libint2ERI              :      3.150u      0.350s      0.308w     38 calls
HF: Form core H                     :      1.150u      0.117s      0.067w      1 calls
HF: Form S/X                        :      0.033u      0.000s      0.003w      1 calls
HF: Guess                           :      0.183u      0.033s      0.011w      1 calls
HF: Form G                          :      0.133u      0.000s      0.005w     11 calls
JK: D                               :      0.067u      0.000s      0.004w    211 calls
JK: USO2AO                          :      0.017u      0.000s      0.002w    211 calls
JK: JK                              :      0.583u      0.017s      0.044w    211 calls
PK computes JK                      :      0.567u      0.017s      0.043w    211 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    211 calls
HF: Form F                          :      0.367u      0.017s      0.018w     11 calls
HF: DIIS                            :      1.500u      0.050s      0.082w     11 calls
DIISManager::add_entry              :      0.167u      0.000s      0.009w     11 calls
DIISManager::extrapolate            :      0.033u      0.000s      0.002w     11 calls
bMatrix setup                       :      0.000u      0.000s      0.001w     11 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.001w     11 calls
New vector                          :      0.000u      0.000s      0.001w     11 calls
HF: Form C                          :      0.100u      0.000s      0.004w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
CIWave: CIvect write                :      0.033u      0.000s      0.005w     54 calls
CIWave: CIvect read                 :      0.083u      0.000s      0.008w    271 calls
CIWave: s2                          :      8.083u      0.317s      0.882w     77 calls
CIWave: s3                          :      5.083u      0.150s      0.558w    126 calls
CIWave: s3_mt                       :      2.467u      0.050s      0.283w   2800 calls
CIWave: s1                          :      0.000u      0.000s      0.001w     63 calls
CIWave: opdm                        :      0.133u      0.000s      0.013w      1 calls
V: Grid                             :      0.517u      0.033s      0.029w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      1.733u      0.183s      0.243w      2 calls
| Libint2ERI::Libint2ERI            :      0.817u      0.150s      0.179w     26 calls
HF: Form core H                     :      1.150u      0.117s      0.067w      1 calls
HF: Form S/X                        :      0.033u      0.000s      0.003w      1 calls
HF: Guess                           :      0.183u      0.033s      0.011w      1 calls
HF: Form G                          :      0.133u      0.000s      0.005w     11 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.017u      0.000s      0.000w     11 calls
| JK: JK                            :      0.067u      0.000s      0.003w     11 calls
| | PK computes JK                  :      0.067u      0.000s      0.003w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.367u      0.017s      0.018w     11 calls
HF: DIIS                            :      1.500u      0.050s      0.082w     11 calls
| DIISManager::add_entry            :      0.167u      0.000s      0.009w     11 calls
| DIISManager::extrapolate          :      0.033u      0.000s      0.002w     11 calls
| | bMatrix setup                   :      0.000u      0.000s      0.001w     11 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.001w     11 calls
| | New vector                      :      0.000u      0.000s      0.001w     11 calls
HF: Form C                          :      0.100u      0.000s      0.004w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
Libint2ERI::Libint2ERI              :      2.333u      0.200s      0.129w     12 calls
CIWave: CIvect write                :      0.033u      0.000s      0.005w     54 calls
CIWave: CIvect read                 :      0.083u      0.000s      0.008w    269 calls
CIWave: s2                          :      8.083u      0.317s      0.882w     77 calls
CIWave: s3                          :      5.083u      0.150s      0.558w    126 calls
| CIWave: s3_mt                     :      2.467u      0.050s      0.283w   2800 calls
CIWave: s1                          :      0.000u      0.000s      0.001w     63 calls
CIWave: opdm                        :      0.133u      0.000s      0.013w      1 calls
| CIWave: CIvect read               :      0.000u      0.000s      0.000w      2 calls
JK: D                               :      0.067u      0.000s      0.004w    200 calls
JK: USO2AO                          :      0.000u      0.000s      0.002w    200 calls
JK: JK                              :      0.517u      0.017s      0.041w    200 calls
| PK computes JK                    :      0.500u      0.017s      0.040w    200 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    200 calls
V: Grid                             :      0.517u      0.033s      0.029w      1 calls

**************************************************************************************

Host: QUADRAXIS

Timers On : Tue Apr 13 16:35:45 2021
Timers Off: Tue Apr 13 16:36:00 2021

Wall Time:       15.49 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      1.817u      0.133s      0.248w      2 calls
Libint2ERI::Libint2ERI              :      2.633u      0.333s      0.283w     38 calls
HF: Form core H                     :      1.283u      0.150s      0.076w      1 calls
HF: Form S/X                        :      0.100u      0.000s      0.006w      1 calls
HF: Guess                           :      0.117u      0.017s      0.006w      1 calls
HF: Form G                          :      0.050u      0.000s      0.004w     11 calls
JK: D                               :      0.050u      0.000s      0.004w    211 calls
JK: USO2AO                          :      0.033u      0.000s      0.002w    211 calls
JK: JK                              :      0.567u      0.000s      0.045w    211 calls
PK computes JK                      :      0.567u      0.000s      0.044w    211 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    211 calls
HF: Form F                          :      0.217u      0.017s      0.012w     11 calls
HF: DIIS                            :      1.883u      0.150s      0.105w     11 calls
DIISManager::add_entry              :      0.183u      0.017s      0.013w     11 calls
DIISManager::extrapolate            :      0.083u      0.000s      0.004w     11 calls
bMatrix setup                       :      0.017u      0.000s      0.001w     11 calls
bMatrix pseudoinverse               :      0.050u      0.000s      0.001w     11 calls
New vector                          :      0.017u      0.000s      0.001w     11 calls
HF: Form C                          :      0.050u      0.000s      0.004w     11 calls
HF: Form D                          :      0.017u      0.000s      0.000w     11 calls
CIWave: CIvect write                :      0.033u      0.000s      0.005w     54 calls
CIWave: CIvect read                 :      0.050u      0.000s      0.008w    271 calls
CIWave: s2                          :      8.200u      0.250s      0.876w     77 calls
CIWave: s3                          :      5.033u      0.150s      0.546w    126 calls
CIWave: s3_mt                       :      2.450u      0.067s      0.277w   2800 calls
CIWave: s1                          :      0.000u      0.000s      0.001w     63 calls
CIWave: opdm                        :      0.133u      0.000s      0.014w      1 calls
V: Grid                             :      0.367u      0.000s      0.019w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      1.817u      0.133s      0.248w      2 calls
| Libint2ERI::Libint2ERI            :      0.833u      0.133s      0.180w     26 calls
HF: Form core H                     :      1.283u      0.150s      0.076w      1 calls
HF: Form S/X                        :      0.100u      0.000s      0.006w      1 calls
HF: Guess                           :      0.117u      0.017s      0.006w      1 calls
HF: Form G                          :      0.050u      0.000s      0.004w     11 calls
| JK: D                             :      0.017u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :      0.033u      0.000s      0.003w     11 calls
| | PK computes JK                  :      0.033u      0.000s      0.003w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.217u      0.017s      0.012w     11 calls
HF: DIIS                            :      1.883u      0.150s      0.105w     11 calls
| DIISManager::add_entry            :      0.183u      0.017s      0.013w     11 calls
| DIISManager::extrapolate          :      0.083u      0.000s      0.004w     11 calls
| | bMatrix setup                   :      0.017u      0.000s      0.001w     11 calls
| | bMatrix pseudoinverse           :      0.050u      0.000s      0.001w     11 calls
| | New vector                      :      0.017u      0.000s      0.001w     11 calls
HF: Form C                          :      0.050u      0.000s      0.004w     11 calls
HF: Form D                          :      0.017u      0.000s      0.000w     11 calls
Libint2ERI::Libint2ERI              :      1.800u      0.200s      0.104w     12 calls
CIWave: CIvect write                :      0.033u      0.000s      0.005w     54 calls
CIWave: CIvect read                 :      0.050u      0.000s      0.008w    269 calls
CIWave: s2                          :      8.200u      0.250s      0.876w     77 calls
CIWave: s3                          :      5.033u      0.150s      0.546w    126 calls
| CIWave: s3_mt                     :      2.450u      0.067s      0.277w   2800 calls
CIWave: s1                          :      0.000u      0.000s      0.001w     63 calls
CIWave: opdm                        :      0.133u      0.000s      0.014w      1 calls
| CIWave: CIvect read               :      0.000u      0.000s      0.000w      2 calls
JK: D                               :      0.033u      0.000s      0.004w    200 calls
JK: USO2AO                          :      0.033u      0.000s      0.002w    200 calls
JK: JK                              :      0.533u      0.000s      0.042w    200 calls
| PK computes JK                    :      0.533u      0.000s      0.041w    200 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    200 calls
V: Grid                             :      0.367u      0.000s      0.019w      1 calls

**************************************************************************************

Host: QUADRAXIS

Timers On : Tue Apr 13 16:37:35 2021
Timers Off: Tue Apr 13 16:37:51 2021

Wall Time:       16.00 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      2.000u      0.117s      0.261w      2 calls
Libint2ERI::Libint2ERI              :      3.200u      0.200s      0.324w     38 calls
HF: Form core H                     :      2.100u      0.117s      0.119w      1 calls
HF: Form S/X                        :      0.067u      0.017s      0.003w      1 calls
HF: Guess                           :      0.233u      0.000s      0.012w      1 calls
HF: Form G                          :      0.117u      0.000s      0.005w     11 calls
JK: D                               :      0.017u      0.000s      0.004w    211 calls
JK: USO2AO                          :      0.017u      0.000s      0.002w    211 calls
JK: JK                              :      0.617u      0.000s      0.045w    211 calls
PK computes JK                      :      0.600u      0.000s      0.044w    211 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    211 calls
HF: Form F                          :      0.667u      0.033s      0.036w     11 calls
HF: DIIS                            :      2.117u      0.167s      0.117w     11 calls
DIISManager::add_entry              :      0.117u      0.000s      0.007w     11 calls
DIISManager::extrapolate            :      0.050u      0.000s      0.003w     11 calls
bMatrix setup                       :      0.033u      0.000s      0.001w     11 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.001w     11 calls
New vector                          :      0.000u      0.000s      0.001w     11 calls
HF: Form C                          :      0.067u      0.000s      0.004w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
CIWave: CIvect write                :      0.067u      0.000s      0.005w     54 calls
CIWave: CIvect read                 :      0.067u      0.000s      0.009w    271 calls
CIWave: s2                          :      8.050u      0.183s      0.934w     77 calls
CIWave: s3                          :      5.400u      0.200s      0.598w    126 calls
CIWave: s3_mt                       :      2.517u      0.067s      0.302w   2800 calls
CIWave: s1                          :      0.017u      0.000s      0.001w     63 calls
CIWave: opdm                        :      0.167u      0.000s      0.017w      1 calls
V: Grid                             :      0.883u      0.067s      0.052w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      2.000u      0.117s      0.261w      2 calls
| Libint2ERI::Libint2ERI            :      1.017u      0.067s      0.190w     26 calls
HF: Form core H                     :      2.100u      0.117s      0.119w      1 calls
HF: Form S/X                        :      0.067u      0.017s      0.003w      1 calls
HF: Guess                           :      0.233u      0.000s      0.012w      1 calls
HF: Form G                          :      0.117u      0.000s      0.005w     11 calls
